inventory_id,hospital_id,component_id,blood_group,units_available,received_date,expiry_date,status
967,3,1,B+,5,2026-06-15,2026-07-20,Available
968,3,3,A+,6,2026-05-24,2027-05-24,Available
969,3,4,AB+,1,2026-06-28,2026-07-03,Expired
970,3,4,A+,10,2026-06-26,2026-07-01,Expired
971,3,3,B+,3,2025-12-04,2026-12-04,Available
972,3,4,A+,4,2026-07-01,2026-07-06,Expiring
973,3,4,A+,5,2026-06-27,2026-07-02,Expired
974,3,1,B+,1,2026-06-02,2026-07-07,Expiring
975,3,3,AB+,6,2025-10-28,2026-10-28,Allocated
976,3,1,B+,4,2026-07-02,2026-08-06,Available
977,3,3,O+,8,2026-02-21,2027-02-21,Allocated
978,3,3,A+,1,2026-01-14,2027-01-14,Available
979,3,1,A+,2,2026-06-06,2026-07-11,Available
980,3,4,O+,3,2026-07-05,2026-07-10,Expiring
981,3,2,A+,1,2026-05-27,2026-07-08,Expiring
982,3,2,O+,10,2026-05-19,2026-06-30,Expired
983,3,1,A+,5,2026-07-04,2026-08-08,Available
984,3,4,O+,7,2026-06-28,2026-07-03,Expired
985,3,3,B+,1,2025-12-19,2026-12-19,Available
986,3,3,A+,7,2026-02-17,2027-02-17,Available
987,3,4,A+,7,2026-06-27,2026-07-02,Expired
988,3,3,B-,6,2025-12-09,2026-12-09,Available
989,3,1,O+,5,2026-06-13,2026-07-18,Available
990,3,2,A+,5,2026-06-04,2026-07-16,Available
991,3,1,B+,2,2026-06-07,2026-07-12,Available
992,3,2,B-,9,2026-06-15,2026-07-27,Available
993,3,2,A+,3,2026-07-04,2026-08-15,Available
994,3,4,B-,4,2026-07-04,2026-07-09,Expiring
995,3,1,A+,3,2026-07-01,2026-08-05,Available
996,3,3,B+,10,2026-04-18,2027-04-18,Available
997,3,3,O+,2,2026-05-22,2027-05-22,Available
998,3,3,O+,6,2026-06-29,2027-06-29,Available
999,3,3,O-,2,2025-08-23,2026-08-23,Available
1000,3,3,A-,8,2025-08-19,2026-08-19,Available
1001,3,1,A+,2,2026-06-14,2026-07-19,Available
1002,3,3,O+,3,2026-06-07,2027-06-07,Available
1003,3,4,AB+,3,2026-07-04,2026-07-09,Expiring
1004,3,3,AB+,2,2026-05-20,2027-05-20,Available
1005,3,2,O+,4,2026-05-23,2026-07-04,Expired
1006,3,1,A+,1,2026-06-22,2026-07-27,Available
1007,3,1,AB+,6,2026-06-11,2026-07-16,Available
1008,3,3,A+,8,2026-03-29,2027-03-29,Available
1009,3,3,B+,8,2025-07-08,2026-07-08,Expiring
1010,3,4,A+,3,2026-06-26,2026-07-01,Expired
1011,3,2,AB+,5,2026-06-05,2026-07-17,Available
1012,3,4,O+,1,2026-06-26,2026-07-01,Expired
1013,3,1,A+,3,2026-06-07,2026-07-12,Available
1014,3,2,O+,3,2026-06-30,2026-08-11,Allocated
1015,3,4,O+,3,2026-07-01,2026-07-06,Expiring
1016,3,2,B+,10,2026-06-01,2026-07-13,Allocated
1017,3,2,B+,2,2026-05-22,2026-07-03,Expired
1018,3,1,A+,4,2026-07-01,2026-08-05,Available
1019,3,3,B-,4,2026-01-22,2027-01-22,Available
1020,3,4,A+,10,2026-06-25,2026-06-30,Expired
1021,3,3,A+,10,2026-02-04,2027-02-04,Available
1022,3,3,A+,5,2025-08-12,2026-08-12,Available
1023,3,1,A+,6,2026-06-19,2026-07-24,Available
1024,3,2,A+,1,2026-06-02,2026-07-14,Available
1025,3,1,A+,5,2026-06-19,2026-07-24,Available
1026,3,4,A+,1,2026-07-04,2026-07-09,Expiring
1027,3,3,A+,8,2026-06-03,2027-06-03,Available
1028,3,4,O+,10,2026-07-05,2026-07-10,Expiring
1029,3,2,AB+,2,2026-06-08,2026-07-20,Available
1030,3,1,AB-,1,2026-06-07,2026-07-12,Allocated
1031,3,1,A+,6,2026-06-30,2026-08-04,Available
1032,3,2,AB-,10,2026-06-12,2026-07-24,Available
1033,3,1,A+,10,2026-07-01,2026-08-05,Available
1034,3,1,AB+,8,2026-06-15,2026-07-20,Available
1035,3,3,B+,6,2025-11-02,2026-11-02,Available
1036,3,4,A+,6,2026-06-28,2026-07-03,Expired
1037,3,3,A+,4,2025-09-29,2026-09-29,Available
1038,3,2,A+,1,2026-06-25,2026-08-06,Available
1039,3,2,B+,8,2026-06-09,2026-07-21,Available
1040,3,3,A+,7,2026-01-20,2027-01-20,Available
1041,4,3,A-,8,2025-11-10,2026-11-10,Available
1042,4,4,A+,7,2026-06-29,2026-07-04,Expired
1043,4,1,O-,3,2026-07-04,2026-08-08,Available
1044,4,2,AB-,3,2026-06-11,2026-07-23,Available
1045,4,3,O+,7,2026-06-28,2027-06-28,Available
1046,4,3,B+,3,2025-08-01,2026-08-01,Available
1047,4,1,A+,4,2026-06-24,2026-07-29,Available
1048,4,3,A+,8,2025-12-17,2026-12-17,Available
1049,4,4,A+,4,2026-06-30,2026-07-05,Expiring
1050,4,4,B-,8,2026-07-05,2026-07-10,Expiring
1051,4,2,B+,3,2026-06-10,2026-07-22,Available
1052,4,2,O+,5,2026-05-31,2026-07-12,Available
1053,4,4,A+,10,2026-06-28,2026-07-03,Expired
1054,4,2,A+,8,2026-05-20,2026-07-01,Expired
1055,4,2,B-,7,2026-06-08,2026-07-20,Allocated
1056,4,4,B+,8,2026-07-03,2026-07-08,Expiring
1057,4,1,AB+,6,2026-07-02,2026-08-06,Allocated
1058,4,2,A+,6,2026-07-01,2026-08-12,Available
1059,4,1,A+,5,2026-05-28,2026-07-02,Expired
1060,4,1,B+,4,2026-06-26,2026-07-31,Available
1061,4,4,B+,4,2026-06-28,2026-07-03,Expired
1062,4,3,O+,8,2025-12-04,2026-12-04,Available
1063,4,3,A+,3,2026-01-29,2027-01-29,Available
1064,4,1,B+,10,2026-06-16,2026-07-21,Available
1065,4,1,A+,10,2026-06-28,2026-08-02,Available
1066,4,2,B+,6,2026-06-17,2026-07-29,Available
1067,4,2,A+,3,2026-05-22,2026-07-03,Expired
1068,4,1,O+,10,2026-06-12,2026-07-17,Allocated
1069,4,1,A-,1,2026-07-01,2026-08-05,Available
1070,4,1,AB+,4,2026-06-09,2026-07-14,Available
1071,4,2,B+,4,2026-06-15,2026-07-27,Allocated
1072,4,4,A-,8,2026-06-30,2026-07-05,Expiring
1073,4,2,A+,9,2026-06-18,2026-07-30,Available
1074,4,4,AB+,4,2026-06-30,2026-07-05,Expiring
1075,4,4,A+,6,2026-07-03,2026-07-08,Expiring
1076,4,2,B+,10,2026-05-26,2026-07-07,Expiring
1077,4,2,B+,10,2026-06-21,2026-08-02,Available
1078,4,2,O+,8,2026-06-20,2026-08-01,Available
1079,4,3,A+,6,2026-06-26,2027-06-26,Available
1080,4,2,A+,7,2026-06-29,2026-08-10,Available
1081,4,4,A+,6,2026-06-26,2026-07-01,Expired
1082,4,1,A+,9,2026-06-30,2026-08-04,Available
1083,4,3,O+,5,2025-08-31,2026-08-31,Available
1084,4,1,O+,4,2026-06-11,2026-07-16,Available
1085,4,1,B+,3,2026-06-18,2026-07-23,Available
1086,4,1,A+,8,2026-07-02,2026-08-06,Available
1087,4,3,O+,1,2025-08-15,2026-08-15,Available
1088,4,3,B+,8,2025-08-22,2026-08-22,Available
1089,4,4,A+,6,2026-07-01,2026-07-06,Expiring
1090,4,3,O-,6,2025-10-30,2026-10-30,Available
1091,4,3,A+,4,2025-10-04,2026-10-04,Available
1092,4,4,B+,4,2026-06-25,2026-06-30,Expired
1093,4,1,O-,10,2026-05-28,2026-07-02,Expired
1094,4,1,O+,5,2026-06-28,2026-08-02,Available
1095,4,2,A+,4,2026-05-19,2026-06-30,Expired
1096,4,3,B+,9,2025-10-10,2026-10-10,Available
1097,4,3,A+,7,2025-12-25,2026-12-25,Available
1098,4,1,AB+,5,2026-07-05,2026-08-09,Available
1099,4,2,A-,5,2026-06-26,2026-08-07,Available
1100,4,3,B+,7,2025-08-06,2026-08-06,Available
1101,4,3,A+,3,2025-11-09,2026-11-09,Available
1102,4,1,A+,9,2026-06-11,2026-07-16,Available
1103,4,3,B+,6,2025-11-20,2026-11-20,Available
1104,4,3,A+,8,2026-02-15,2027-02-15,Available
1105,4,1,A+,8,2026-05-28,2026-07-02,Expired
1106,4,3,A+,3,2026-02-10,2027-02-10,Available
1107,4,1,B-,1,2026-06-15,2026-07-20,Available
1108,4,4,B-,9,2026-06-30,2026-07-05,Expiring
1109,4,1,A+,6,2026-06-05,2026-07-10,Expiring
1110,4,4,A+,6,2026-07-03,2026-07-08,Expiring
1111,4,4,A+,9,2026-06-29,2026-07-04,Expired
1112,4,2,O-,7,2026-07-04,2026-08-15,Available
1113,4,1,A+,3,2026-06-10,2026-07-15,Available
1114,4,2,A+,5,2026-07-03,2026-08-14,Available
1115,4,4,B+,1,2026-06-26,2026-07-01,Expired
1116,4,1,AB-,1,2026-06-03,2026-07-08,Expiring
1117,4,3,B-,3,2025-06-30,2026-06-30,Expired
1118,4,1,B+,2,2026-06-04,2026-07-09,Expiring
1119,4,2,B-,3,2026-07-01,2026-08-12,Available
1120,4,3,O-,3,2025-10-11,2026-10-11,Allocated
1121,4,2,O-,2,2026-06-20,2026-08-01,Available
1122,4,2,AB+,6,2026-06-13,2026-07-25,Available
1123,4,1,O+,2,2026-06-14,2026-07-19,Available
1124,4,1,A+,1,2026-06-01,2026-07-06,Expiring
1125,4,3,O+,7,2025-10-10,2026-10-10,Available
1126,4,4,A+,3,2026-06-29,2026-07-04,Expired
1127,4,3,O+,2,2025-09-28,2026-09-28,Available
1128,4,1,AB+,3,2026-06-07,2026-07-12,Available
1129,4,2,B-,4,2026-06-19,2026-07-31,Available
1130,4,1,O-,1,2026-05-31,2026-07-05,Expiring
1131,4,4,A+,4,2026-07-05,2026-07-10,Expiring
1132,4,4,B-,1,2026-06-28,2026-07-03,Expired
1133,4,1,B+,4,2026-07-03,2026-08-07,Available
1134,4,2,B-,3,2026-06-26,2026-08-07,Available
1135,4,1,A+,7,2026-06-15,2026-07-20,Available
1136,4,2,A+,7,2026-05-24,2026-07-05,Expiring
1137,4,4,B+,9,2026-07-05,2026-07-10,Expiring
1138,4,1,B+,8,2026-06-17,2026-07-22,Available
1139,4,1,AB+,9,2026-06-09,2026-07-14,Available
1140,4,1,B+,10,2026-06-23,2026-07-28,Available
1141,4,1,B+,10,2026-06-21,2026-07-26,Available
1142,4,4,A+,2,2026-06-30,2026-07-05,Expiring
1143,4,4,B-,6,2026-06-26,2026-07-01,Expired
1144,4,2,A-,3,2026-06-03,2026-07-15,Available
1145,4,2,A+,9,2026-06-26,2026-08-07,Available
1146,4,4,O+,10,2026-06-25,2026-06-30,Expired
1147,4,3,A+,5,2026-02-11,2027-02-11,Available
1148,4,2,O-,7,2026-06-03,2026-07-15,Available
1149,4,2,A+,10,2026-06-23,2026-08-04,Available
1150,4,4,O+,6,2026-07-02,2026-07-07,Expiring
1151,4,2,A+,7,2026-06-19,2026-07-31,Available
1152,4,4,A-,8,2026-07-01,2026-07-06,Expiring
1153,4,3,A+,8,2026-06-21,2027-06-21,Available
1154,4,3,A+,9,2025-08-06,2026-08-06,Available
1155,4,4,B+,3,2026-07-02,2026-07-07,Expiring
1156,4,3,B+,1,2026-05-09,2027-05-09,Available
1157,4,4,B+,4,2026-07-04,2026-07-09,Expiring
1158,4,3,A-,10,2026-03-25,2027-03-25,Available
1159,4,3,B+,4,2026-02-03,2027-02-03,Available
1160,4,2,AB+,6,2026-06-16,2026-07-28,Available
1161,4,4,A+,4,2026-06-25,2026-06-30,Expired
1162,4,1,O+,5,2026-05-30,2026-07-04,Expired
1163,4,4,A+,9,2026-07-02,2026-07-07,Expiring
1164,4,1,A+,5,2026-07-04,2026-08-08,Available
1165,4,1,B+,6,2026-06-24,2026-07-29,Available
1166,4,2,O+,7,2026-05-20,2026-07-01,Expired
1167,4,2,A-,6,2026-05-20,2026-07-01,Expired
1168,4,1,B-,7,2026-06-06,2026-07-11,Available
1169,4,3,A+,8,2026-04-12,2027-04-12,Available
1170,4,3,A+,5,2025-09-03,2026-09-03,Available
1171,4,4,O-,4,2026-06-25,2026-06-30,Expired
1172,4,3,O-,10,2026-05-27,2027-05-27,Available
1173,4,1,O+,1,2026-07-05,2026-08-09,Available
1174,4,4,B+,5,2026-07-05,2026-07-10,Expiring
1175,4,4,O-,5,2026-07-05,2026-07-10,Expiring
1176,4,4,A-,7,2026-06-28,2026-07-03,Expired
1177,4,3,O+,3,2025-09-18,2026-09-18,Available
1178,4,4,A+,4,2026-06-30,2026-07-05,Expiring
1179,4,4,AB-,4,2026-06-25,2026-06-30,Expired
1180,4,2,B+,6,2026-06-08,2026-07-20,Available
1181,4,1,A+,1,2026-06-09,2026-07-14,Available
1182,4,2,B+,2,2026-07-03,2026-08-14,Available
1183,4,4,B+,8,2026-07-01,2026-07-06,Expiring
1184,4,2,A+,2,2026-06-22,2026-08-03,Allocated
1185,4,3,O+,1,2025-07-21,2026-07-21,Available
1186,4,2,A+,3,2026-06-05,2026-07-17,Available
1187,4,3,O+,4,2026-05-22,2027-05-22,Available
1188,4,4,B+,9,2026-06-26,2026-07-01,Expired
1189,4,4,A+,5,2026-07-01,2026-07-06,Expiring
1190,4,3,AB+,10,2026-06-24,2027-06-24,Available
1191,4,3,AB+,3,2025-07-16,2026-07-16,Available
1192,4,2,O+,7,2026-06-10,2026-07-22,Available
1193,4,4,AB+,7,2026-06-28,2026-07-03,Expired
1194,4,1,A-,7,2026-06-06,2026-07-11,Available
1195,4,4,O+,10,2026-07-05,2026-07-10,Expiring
1196,4,3,A-,2,2026-06-13,2027-06-13,Allocated
1197,4,1,A+,5,2026-06-18,2026-07-23,Available
1198,4,2,A+,5,2026-06-23,2026-08-04,Available
1199,4,3,A+,4,2026-02-16,2027-02-16,Available
1200,4,3,A+,1,2025-11-18,2026-11-18,Allocated
1201,4,2,A+,10,2026-07-03,2026-08-14,Available
1202,4,2,B+,9,2026-06-08,2026-07-20,Allocated
1203,4,1,O+,4,2026-06-04,2026-07-09,Expiring
1204,4,1,AB+,5,2026-07-02,2026-08-06,Available
1205,4,1,O-,6,2026-05-28,2026-07-02,Expired
1206,4,3,O-,8,2025-11-14,2026-11-14,Available
1207,4,2,AB+,6,2026-06-12,2026-07-24,Available
1208,4,4,A+,3,2026-06-27,2026-07-02,Expired
1209,4,3,B+,6,2026-01-22,2027-01-22,Available
1210,4,3,B+,7,2025-09-11,2026-09-11,Available
1211,4,3,B-,5,2026-01-09,2027-01-09,Available
1212,4,3,B+,8,2025-07-26,2026-07-26,Available
1213,4,1,A+,6,2026-06-09,2026-07-14,Allocated
1214,4,1,A+,10,2026-06-30,2026-08-04,Available
1215,4,1,O+,6,2026-06-27,2026-08-01,Allocated
1216,4,3,B+,8,2025-08-09,2026-08-09,Available
1217,4,1,A+,3,2026-06-01,2026-07-06,Expiring
1218,4,4,B+,6,2026-07-05,2026-07-10,Expiring
1219,4,1,O+,3,2026-06-03,2026-07-08,Expiring
1220,4,3,O-,6,2025-09-02,2026-09-02,Available
1221,4,2,B+,3,2026-05-19,2026-06-30,Expired
1222,4,1,A+,3,2026-05-30,2026-07-04,Expired
1223,4,4,B-,7,2026-07-02,2026-07-07,Expiring
1224,4,1,A+,7,2026-06-30,2026-08-04,Available
1225,4,3,AB-,9,2025-10-22,2026-10-22,Available
1226,4,2,A+,10,2026-06-29,2026-08-10,Available
1227,4,4,A+,3,2026-06-27,2026-07-02,Expired
1228,4,3,A+,6,2026-03-11,2027-03-11,Available
1229,4,3,A+,6,2026-01-20,2027-01-20,Available
1230,4,2,AB+,9,2026-06-10,2026-07-22,Available
1231,4,1,O-,4,2026-06-10,2026-07-15,Available
1232,4,3,A+,2,2025-12-09,2026-12-09,Available
1233,4,1,O+,3,2026-06-06,2026-07-11,Available
1234,4,2,A+,1,2026-06-23,2026-08-04,Available
1235,4,1,O-,2,2026-06-03,2026-07-08,Expiring
1236,4,4,A+,3,2026-06-28,2026-07-03,Expired
1237,4,4,O+,5,2026-07-04,2026-07-09,Expiring
1238,4,4,AB+,7,2026-07-02,2026-07-07,Expiring
1239,4,3,B+,4,2026-01-31,2027-01-31,Available
1240,4,1,A+,4,2026-06-29,2026-08-03,Available
1241,4,2,B-,5,2026-07-04,2026-08-15,Available
1242,4,3,B+,2,2026-04-01,2027-04-01,Available
1243,4,4,B+,2,2026-06-28,2026-07-03,Expired
1244,4,1,A+,6,2026-06-08,2026-07-13,Available
1245,4,1,A+,10,2026-07-05,2026-08-09,Available
1246,4,4,A+,6,2026-06-29,2026-07-04,Expired
1247,4,4,B+,5,2026-07-02,2026-07-07,Expiring
1248,4,3,A+,10,2025-11-28,2026-11-28,Available
1249,4,2,O+,10,2026-06-05,2026-07-17,Available
1250,4,2,O+,8,2026-05-23,2026-07-04,Expired
1251,4,4,O+,8,2026-07-05,2026-07-10,Expiring
1252,4,1,O-,6,2026-06-15,2026-07-20,Available
1253,4,4,B+,7,2026-06-28,2026-07-03,Expired
1254,4,2,B+,2,2026-06-01,2026-07-13,Available
1255,4,1,O+,10,2026-05-29,2026-07-03,Expired
1256,4,3,A+,8,2026-01-07,2027-01-07,Allocated
1257,4,3,A-,1,2025-12-23,2026-12-23,Allocated
1258,4,3,AB-,8,2026-05-22,2027-05-22,Available
1259,4,4,B+,2,2026-07-04,2026-07-09,Expiring
1260,4,1,B+,2,2026-06-20,2026-07-25,Available
1261,4,2,A+,6,2026-05-19,2026-06-30,Expired
1262,4,2,O+,10,2026-06-20,2026-08-01,Allocated
1263,4,4,A+,6,2026-07-05,2026-07-10,Expiring
1264,4,3,A+,9,2026-01-28,2027-01-28,Available
1265,4,3,A+,4,2025-11-16,2026-11-16,Available
1266,4,4,A+,1,2026-07-04,2026-07-09,Expiring
1267,4,4,AB+,3,2026-06-25,2026-06-30,Expired
1268,4,3,A+,1,2025-09-05,2026-09-05,Allocated
1269,4,4,O-,2,2026-06-28,2026-07-03,Expired
1270,4,1,O+,3,2026-06-03,2026-07-08,Expiring
1271,4,4,B-,5,2026-06-28,2026-07-03,Expired
1272,4,2,B+,10,2026-05-22,2026-07-03,Expired
1273,4,3,AB-,9,2025-12-19,2026-12-19,Available
1274,4,2,O+,5,2026-07-02,2026-08-13,Available
1275,4,2,AB+,9,2026-05-22,2026-07-03,Expired
1276,4,4,A+,3,2026-06-28,2026-07-03,Expired
1277,4,3,B+,5,2025-11-16,2026-11-16,Available
1278,4,4,B+,5,2026-07-05,2026-07-10,Expiring
1279,4,2,A+,6,2026-05-28,2026-07-09,Expiring
1280,4,3,AB+,2,2025-11-29,2026-11-29,Available
1281,4,2,A-,4,2026-07-01,2026-08-12,Available
1282,4,4,O+,1,2026-07-02,2026-07-07,Expiring
1283,4,1,O+,3,2026-06-11,2026-07-16,Available
1284,4,1,B+,5,2026-07-03,2026-08-07,Available
1285,4,3,A+,10,2026-01-12,2027-01-12,Available
1286,4,2,A-,8,2026-06-21,2026-08-02,Available
1287,4,2,O+,2,2026-06-28,2026-08-09,Available
1288,4,1,AB-,10,2026-06-27,2026-08-01,Available
1289,4,4,B+,8,2026-06-28,2026-07-03,Expired
1290,4,3,A+,7,2025-12-30,2026-12-30,Available
1291,4,4,AB+,6,2026-06-27,2026-07-02,Expired
1292,4,1,A+,9,2026-05-26,2026-06-30,Expired
1293,4,4,A+,7,2026-07-04,2026-07-09,Expiring
1294,4,3,A+,1,2025-11-05,2026-11-05,Available
1295,4,1,A+,7,2026-05-31,2026-07-05,Expiring
1296,4,4,O-,2,2026-07-04,2026-07-09,Expiring
1297,4,2,B+,5,2026-06-30,2026-08-11,Available
1298,4,1,A+,8,2026-06-13,2026-07-18,Available
1299,4,1,B+,3,2026-06-20,2026-07-25,Available
1300,4,2,A+,2,2026-06-25,2026-08-06,Available
1301,4,4,A-,4,2026-06-25,2026-06-30,Expired
1302,4,4,O+,9,2026-06-28,2026-07-03,Expired
1303,4,3,B+,9,2025-12-26,2026-12-26,Available
1304,4,3,B+,3,2026-06-01,2027-06-01,Available
1305,4,3,O+,9,2026-05-07,2027-05-07,Available
1306,4,3,O+,3,2026-03-24,2027-03-24,Available
1307,4,1,A-,1,2026-06-10,2026-07-15,Available
1308,4,3,O+,1,2025-10-17,2026-10-17,Available
1309,4,2,AB-,5,2026-05-24,2026-07-05,Expiring
1310,4,2,B+,9,2026-05-29,2026-07-10,Expiring
1311,4,3,O+,5,2026-07-01,2027-07-01,Available
1312,4,1,AB+,6,2026-06-27,2026-08-01,Allocated
1313,4,1,O+,4,2026-06-05,2026-07-10,Expiring
1314,4,4,AB+,8,2026-07-02,2026-07-07,Expiring
1315,4,1,A+,8,2026-06-05,2026-07-10,Expiring
1316,4,2,A-,2,2026-06-22,2026-08-03,Available
1317,4,2,O+,9,2026-05-31,2026-07-12,Available
1318,4,1,O-,3,2026-07-01,2026-08-05,Available
1319,4,3,A+,3,2025-10-17,2026-10-17,Available
1320,4,4,AB+,8,2026-07-04,2026-07-09,Expiring
1321,4,2,B+,2,2026-06-03,2026-07-15,Available
1322,4,2,A+,7,2026-06-20,2026-08-01,Available
1323,4,3,AB-,4,2026-01-01,2027-01-01,Available
1324,4,1,B+,1,2026-06-09,2026-07-14,Available
1325,4,1,O+,6,2026-07-03,2026-08-07,Available
1326,4,1,O-,4,2026-07-04,2026-08-08,Available
1327,4,3,B+,7,2025-12-26,2026-12-26,Available
1328,4,2,AB+,3,2026-06-21,2026-08-02,Available
1329,4,1,A+,7,2026-06-03,2026-07-08,Expiring
1330,4,1,AB+,3,2026-05-26,2026-06-30,Expired
1331,4,3,A+,10,2026-03-04,2027-03-04,Available
1332,4,4,O-,2,2026-06-28,2026-07-03,Expired
1333,4,4,A-,10,2026-06-29,2026-07-04,Expired
1334,4,3,A+,7,2026-06-20,2027-06-20,Available
1335,4,4,A+,3,2026-07-04,2026-07-09,Expiring
1336,4,3,A+,1,2025-08-11,2026-08-11,Available
1337,4,3,A+,5,2025-12-16,2026-12-16,Available
1338,4,3,AB-,5,2026-01-12,2027-01-12,Available
1339,4,4,O-,6,2026-06-26,2026-07-01,Expired
1340,4,3,A+,8,2026-01-29,2027-01-29,Available
1341,4,4,O+,10,2026-06-29,2026-07-04,Expired
1342,4,4,A+,10,2026-06-27,2026-07-02,Expired
1343,4,4,O+,10,2026-06-26,2026-07-01,Expired
1344,4,2,A+,8,2026-06-27,2026-08-08,Available
1345,4,1,B+,6,2026-06-04,2026-07-09,Expiring
1346,4,1,AB-,9,2026-06-01,2026-07-06,Expiring
1347,4,1,B+,2,2026-05-27,2026-07-01,Expired
1348,4,3,A+,5,2026-02-27,2027-02-27,Allocated
1349,4,4,A+,10,2026-07-01,2026-07-06,Expiring
1350,4,1,A+,4,2026-06-03,2026-07-08,Expiring
1351,4,2,B+,6,2026-06-15,2026-07-27,Allocated
1352,4,3,A+,4,2025-09-19,2026-09-19,Available
1353,4,2,B+,4,2026-06-16,2026-07-28,Available
1354,4,4,B+,7,2026-06-27,2026-07-02,Expired
1355,4,2,AB+,5,2026-06-18,2026-07-30,Available
1356,4,2,B+,4,2026-05-24,2026-07-05,Expiring
1357,4,3,AB+,3,2025-08-26,2026-08-26,Available
1358,4,4,AB+,4,2026-07-01,2026-07-06,Expiring
1359,4,4,B+,6,2026-06-25,2026-06-30,Expired
1360,4,1,O+,9,2026-06-01,2026-07-06,Expiring
1361,4,4,A+,4,2026-06-30,2026-07-05,Expiring
1362,4,2,B+,10,2026-06-06,2026-07-18,Available
1363,4,3,A+,5,2026-05-06,2027-05-06,Available
1364,4,1,B+,10,2026-06-22,2026-07-27,Available
1365,4,2,AB+,3,2026-06-14,2026-07-26,Available
1366,4,1,B+,6,2026-06-04,2026-07-09,Expiring
1367,4,4,B-,7,2026-07-02,2026-07-07,Expiring
1368,4,2,A+,5,2026-06-05,2026-07-17,Allocated
1369,4,3,AB+,9,2025-11-12,2026-11-12,Available
1370,4,3,O-,10,2026-02-25,2027-02-25,Available
1371,4,4,A+,7,2026-07-04,2026-07-09,Expiring
1372,4,4,O+,7,2026-06-27,2026-07-02,Expired
1373,4,4,AB+,2,2026-07-05,2026-07-10,Expiring
1374,4,3,A+,5,2026-03-31,2027-03-31,Allocated
1375,4,1,A+,9,2026-06-06,2026-07-11,Available
1376,4,3,AB+,9,2026-02-14,2027-02-14,Available
1377,4,3,A+,5,2026-03-26,2027-03-26,Available
1378,4,3,O+,8,2025-11-29,2026-11-29,Available
1379,4,4,A+,7,2026-06-28,2026-07-03,Expired
1380,4,3,B+,6,2025-12-19,2026-12-19,Available
1381,4,2,B+,2,2026-06-24,2026-08-05,Available
1382,4,1,A-,1,2026-07-02,2026-08-06,Available
1383,4,4,B+,2,2026-07-01,2026-07-06,Expiring
1384,4,1,O+,9,2026-05-31,2026-07-05,Expiring
1385,4,4,B+,3,2026-07-01,2026-07-06,Expiring
1386,4,3,A+,7,2026-05-17,2027-05-17,Available
1387,4,4,A-,10,2026-06-25,2026-06-30,Expired
1388,4,4,AB+,1,2026-07-05,2026-07-10,Expiring
1389,4,4,A+,6,2026-07-04,2026-07-09,Expiring
1390,4,2,O+,5,2026-05-27,2026-07-08,Expiring
1391,4,3,A+,7,2026-02-10,2027-02-10,Available
1392,4,4,B+,10,2026-07-02,2026-07-07,Expiring
1393,4,1,B+,10,2026-05-28,2026-07-02,Expired
1394,4,1,A+,9,2026-06-18,2026-07-23,Available
1395,4,4,B+,3,2026-07-02,2026-07-07,Expiring
1396,4,2,A+,9,2026-07-04,2026-08-15,Available
1397,4,2,O-,3,2026-06-21,2026-08-02,Available
1398,4,4,A+,4,2026-06-29,2026-07-04,Expired
1399,4,3,A+,10,2025-10-01,2026-10-01,Available
1400,4,2,A+,2,2026-06-25,2026-08-06,Available
1401,4,2,O-,5,2026-05-27,2026-07-08,Expiring
1402,4,4,A+,2,2026-06-28,2026-07-03,Expired
1403,4,1,O+,4,2026-06-29,2026-08-03,Available
1404,4,2,A+,4,2026-06-21,2026-08-02,Available
1405,4,1,A+,3,2026-06-25,2026-07-30,Allocated
1406,4,3,A-,2,2026-02-12,2027-02-12,Available
1407,4,1,AB+,7,2026-06-16,2026-07-21,Available
1408,4,4,B+,7,2026-06-26,2026-07-01,Expired
1409,4,3,AB-,4,2025-11-19,2026-11-19,Available
1410,4,2,B+,7,2026-06-30,2026-08-11,Available
1411,4,3,O+,3,2025-11-21,2026-11-21,Available
1412,4,4,B+,10,2026-06-29,2026-07-04,Expired
1413,4,3,A+,1,2025-12-23,2026-12-23,Available
1414,4,1,B+,4,2026-06-18,2026-07-23,Available
1415,4,2,O+,7,2026-06-04,2026-07-16,Available
1416,4,1,AB+,6,2026-06-02,2026-07-07,Expiring
1417,4,4,B+,1,2026-06-30,2026-07-05,Expiring
1418,4,3,A-,9,2025-10-23,2026-10-23,Available
1419,4,1,A+,10,2026-06-07,2026-07-12,Available
1420,4,1,O+,2,2026-06-26,2026-07-31,Available
1421,4,4,A+,7,2026-06-25,2026-06-30,Expired
1422,4,2,O+,7,2026-06-25,2026-08-06,Available
1423,4,4,A-,6,2026-06-30,2026-07-05,Expiring
1424,4,2,A+,5,2026-06-10,2026-07-22,Available
1425,4,4,AB+,4,2026-07-01,2026-07-06,Expiring
1426,4,1,A+,10,2026-06-11,2026-07-16,Available
1427,4,1,AB+,10,2026-07-04,2026-08-08,Available
1428,4,2,O+,2,2026-05-22,2026-07-03,Expired
1429,4,3,B+,1,2025-11-16,2026-11-16,Available
1430,4,3,A-,6,2026-01-10,2027-01-10,Available
1431,4,4,B+,7,2026-06-28,2026-07-03,Expired
1432,4,1,A+,7,2026-06-07,2026-07-12,Available
1433,4,3,A-,6,2026-02-25,2027-02-25,Available
1434,4,3,A+,5,2025-12-30,2026-12-30,Available
1435,4,3,O+,4,2026-04-10,2027-04-10,Available
